skuname_ean,dollar_sales,volume_sales,is_client,serving_style,Indulgent brands vs Others,Topping Grouping,Deluxe/Supreme vs Others,Meat Combo/ Supreme/ Deluxe vs Others,Topping_Grouped,Veg vs Non-Veg,Sauce,Gluten Free,Updated Price Tier_PL,Crust Type - Higher level ,Pack Size - Panel,Pack Size Grouped,Cooking Style,Thickness of Crust,Healthy vs Regular Crust,Pack Count,Pack Type_Panel,Vegan(Nestle),Natural.Claim(Nestle),Non.Gmo(Nestle),Organic.Claim(Nestle),Plant.Based.Protein(Nestle),Preservative.Claim(Nestle),BFY Rolled up
0272700268720,0,0,1,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0087282400840,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000335809606,166936.9166,38646.24958,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0071006930115,192898.5204,19960.43752,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000411171572,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004111800005,995111.3732,234884.4296,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218063247,11357326.12,1868278.719,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001196207117,104521.125,34312.66901,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004280014162,760352.9338,202238.2515,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085587300827,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218063245,26235246.18,3387948.293,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0270070883382,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000266224243,5792170.23,2188320.784,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0083041500993,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000266998107,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085003702205,184.8695759,24.05869545,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085695200160,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0076675000006,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0089245300115,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0069224318185,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000054076581,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0272700268719,0,0,1,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0003120531000,1001104.336,81903.33377,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000489220882,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000455165182,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001713618937,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Ao Crust,35.25 Oz,Large (>18 Oz),Conv Oven,Thick/Original,Regular Crust,6 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004111800985,5011022.83,1469078.942,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007731910705,76784.73158,8325.276859,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,5.2 Oz,Small (<=10 Oz),Mw Or Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000023676828,66866.73545,26708.35704,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000008564141,9997298.002,3840187.136,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000240113465,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003120501005,376321.2212,57273.15272,0,Single Serve,Non- Indulgent,Sausage,Others,Others,Sausage,Non-Veg,Red Sauce,No Gluten Claim Present,Premium,Regular Crust,8.5 Oz,Small (<=10 Oz),Mw Or Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0000339848556,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000704813624,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081005208027,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000480703401,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192129369,0,0,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000199982230,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218073368,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007192153540,0,0,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000704813625,66345.14221,17309.37395,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001380015173,107234.8762,18213.84809,1,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004111800902,17143502.01,4903471.681,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004280012255,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001045366790,1132001.564,340659.2805,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000339401458,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002515505701,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Ao Crust,35.25 Oz,Large (>18 Oz),Conv Oven,Thick/Original,Regular Crust,6 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000266224244,1105481.979,422072.1058,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004111800968,1222828.608,441973.42,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630302,525848.9295,77281.68505,0,Single Serve,Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,9.51 Oz,Small (<=10 Oz),Mw Or Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570615110,1605876.078,225801.3226,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218076198,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0081073202168,32.91355877,43.04671445,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0071785480101,240544.9395,69750.97662,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000266243741,12.56,4.2,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000003416829,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218076483,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000030359061,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0068506001162,33475.04297,2185.097052,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000003932123,5056210.867,1906025.614,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192163918,0,0,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085998706097,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0087282400996,2336.815424,734.69094,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085832400619,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000196273731,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0271561110568,94.04990187,20.76358146,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0003120532002,547409.9074,44972.97358,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630585,544679.3498,65385.34191,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,5.2 Oz,Small (<=10 Oz),Mw Or Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007192100828,33180121.63,4351720.719,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0082021307901,66.56685555,6.23611065,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
